date,listingid,tokenid,breedcount,gender,bloodline,breedtype,energy,total_races,win,lose,speed,strength,wind,water,fire,lighting,canrace,canbreed,priceFloor,price,lastbreedtime,bornUsableBreed,bornUsableRace,minutesToSell
2022-02-16 13:22:09,182816,124983,3,Male,Hoz,Pacer,10,336,73,263,7.61,8.26,4.73,4.94,0.75,,1,1.0,1111.7692307692307,0.8095205147720197,1644811141,-961283.0,-1220483.0,400.7
2022-02-16 13:37:03,184804,145295,2,Male,Hoz,Pacer,0,235,54,181,4.03,7.19,7.38,5.58,1.71,,1,1.0,1089.6153846153843,0.7699964701729616,1644603049,-520807.0,-780007.0,1.0666666666666669
2022-02-16 13:33:49,184791,74741,1,Male,Klin,Pacer,1,672,149,523,6.85,1.52,3.2,6.92,1.71,,1,1.0,1089.6153846153843,0.7709142252029652,1642779761,-2294084.0,-2380484.0,0.0666666666666666
2022-02-16 13:34:57,184787,149053,0,Male,Hoz,Pacer,3,210,45,165,8.12,8.64,0.89,7.83,2.94,,1,1.0,1089.6153846153843,1.4032474408753972,0,-432028.0,-691228.0,1.8666666666666667
2022-02-16 13:32:54,184781,190101,0,Male,Hoz,Pacer,25,0,0,0,8.38,7.94,2.09,7.39,7.86,,0,0.0,1089.6153846153843,1.2665019414048713,0,334170.0,74970.0,1.4
2022-02-16 13:32:51,184780,184938,0,Male,Hoz,Pacer,25,0,0,0,7.94,3.16,5.19,5.51,5.89,,1,0.0,1089.6153846153843,1.2389692905047651,0,252717.0,-6483.0,1.1333333333333333
2022-02-16 13:32:46,184774,156098,3,Female,Hoz,Pacer,11,113,31,82,4.04,5.76,5.4,2.77,5.72,,1,0.0,1089.6153846153843,0.9551548167313804,1645011294,-269440.0,-528640.0,1.4
2022-02-16 13:33:53,184773,189518,0,Female,Hoz,Pacer,25,0,0,0,8.39,0.92,8.23,8.14,8.32,,0,0.0,1089.6153846153843,1.101306036004236,0,323862.0,64662.0,3.2666666666666666
2022-02-16 13:34:58,184767,148735,2,Male,Klin,Pacer,5,162,37,125,7.69,0.85,6.97,4.4,6.47,,1,0.0,1089.6153846153843,0.7791740204729969,1644858297,-438883.0,-525283.0,4.633333333333334
2022-02-16 13:37:04,184762,189901,0,Male,Hoz,Pacer,25,0,0,0,2.76,5.71,3.87,3.82,0.19,,0,0.0,1089.6153846153843,1.2389692905047651,0,330153.0,70953.0,7.533333333333333
2022-02-16 13:30:36,184760,156608,2,Female,Hoz,Pacer,2,164,44,120,6.07,3.31,7.3,6.69,0.88,,1,0.0,1089.6153846153843,0.7800917755030005,1644949051,-261229.0,-520429.0,0.9
2022-02-16 13:30:41,184755,153495,2,Male,Hoz,Pacer,4,179,38,141,5.32,4.87,5.47,3.41,1.4,,1,1.0,1089.6153846153843,0.769078715142958,1644890105,-330168.0,-589368.0,2.3
2022-02-16 13:29:38,184752,106557,3,Female,Hoz,Pacer,1,446,101,345,5.14,0.74,8.55,0.72,3.6,,1,1.0,1089.6153846153843,0.7342040240028239,1643909834,-1330824.0,-1590024.0,1.1
2022-02-16 13:33:48,184750,28685,3,Female,Zan,Epic,4,1427,335,1092,4.73,1.21,7.5,7.83,4.11,,1,1.0,1089.6153846153843,1.6060713025061772,1640894450,-5087002.0,-5087002.0,5.233333333333333
2022-02-16 13:29:29,184746,150311,3,Female,Hoz,Pacer,5,101,21,80,1.92,7.77,5.28,0.89,2.38,,1,0.0,1089.6153846153843,0.7773385104129898,1645017600,-395684.0,-654884.0,2.1333333333333333
2022-02-16 13:31:49,184745,128460,3,Male,Hoz,Pacer,5,324,71,253,0.3,1.93,8.06,3.95,8.26,,1,0.0,1089.6153846153843,0.7709142252029652,1645017744,-881982.0,-1141182.0,4.866666666666666
2022-02-16 13:29:27,184742,159707,3,Female,Hoz,Pacer,6,139,31,108,6.02,1.34,5.45,4.3,1.87,,1,0.0,1089.6153846153843,0.7755030003529828,1645013013,-192448.0,-451648.0,2.5
2022-02-16 13:29:37,184740,178361,0,Male,Hoz,Pacer,3,45,10,35,8.14,1.53,2.98,4.89,4.08,,1,0.0,1089.6153846153843,1.3766325450052947,0,161886.0,-97314.0,3.3666666666666667
2022-02-16 13:28:32,184736,115684,2,Male,Hoz,Pacer,11,395,97,298,4.75,2.12,4.18,5.47,3.35,,1,1.0,1089.6153846153843,0.8149664666431345,1643975457,-1140947.0,-1400147.0,2.933333333333333
2022-02-16 13:29:32,184734,115617,2,Female,Hoz,Pacer,8,399,108,291,4.89,6.19,3.32,4.82,0.66,,1,1.0,1089.6153846153843,0.9168372749735264,1644061688,-1141867.0,-1401067.0,3.8
2022-02-16 13:26:15,184731,189834,0,Female,Hoz,Pacer,25,0,0,0,8.21,1.64,5.71,4.04,6.01,,0,0.0,1089.6153846153843,1.284857042004942,0,329838.0,70638.0,1.1333333333333333
2022-02-16 13:32:51,184729,190086,0,Female,Hoz,Pacer,25,0,0,0,2.07,4.11,3.2,6.83,6.74,,0,0.0,1089.6153846153843,1.302294387575009,0,334029.0,74829.0,8.166666666666666
2022-02-16 13:23:04,184724,148024,1,Female,Hoz,Pacer,9,211,47,164,5.67,3.51,5.05,2.1,5.02,,1,1.0,1089.6153846153843,0.6699611719025769,1644646214,-457636.0,-716836.0,0.0666666666666666
2022-02-16 13:31:47,184723,189519,0,Female,Hoz,Pacer,25,0,0,0,4.58,6.39,5.99,6.1,1.53,,0,0.0,1089.6153846153843,1.284857042004942,0,323988.0,64788.0,8.833333333333334
2022-02-16 13:35:02,184720,189999,0,Male,Hoz,Pacer,25,0,0,0,3.53,6.78,1.83,6.71,3.45,,0,0.0,1089.6153846153843,1.238051535474762,0,332141.0,72941.0,13.2
2022-02-16 13:28:31,184719,187663,0,Male,Zan,Pacer,25,0,0,0,6.78,1.98,0.99,1.73,0.49,,0,0.0,1089.6153846153843,1.2665019414048713,0,297615.0,297615.0,7.1
2022-02-16 13:37:04,184718,189531,0,Female,Hoz,Pacer,25,0,0,0,1.62,8.49,2.62,4.82,3.96,,0,0.0,1089.6153846153843,1.1471937875044125,0,323963.0,64763.0,15.733333333333333
2022-02-16 13:24:10,184716,190058,0,Female,Hoz,Pacer,25,0,0,0,6.32,7.53,2.18,7.82,2.68,,0,0.0,1089.6153846153843,1.284857042004942,0,334222.0,75022.0,2.5
2022-02-16 13:33:51,184703,98605,2,Male,Hoz,Pacer,3,515,154,361,7.8,5.66,6.18,5.52,8.24,,1,1.0,1089.6153846153843,1.0728556300741263,1643638204,-1550993.0,-1810193.0,13.733333333333333
2022-02-16 13:23:05,184710,124803,3,Female,Hoz,Pacer,5,342,74,268,8.67,5.32,0.83,0.61,4.84,,1,1.0,1089.6153846153843,0.7709142252029652,1644244271,-964979.0,-1224179.0,3.2
2022-02-16 13:30:39,184691,137076,3,Female,Hoz,Pacer,0,273,73,200,1.56,2.76,0.13,6.36,5.23,,1,1.0,1089.6153846153843,0.9627250264737028,1644793800,-700956.0,-960156.0,11.6
2022-02-16 13:24:12,184672,150330,2,Male,Hoz,Pacer,7,176,39,137,3.57,8.84,1.75,4.05,6.33,,1,1.0,1089.6153846153843,0.8351570773032122,1644851678,-394993.0,-654193.0,8.3
2022-02-16 13:25:17,184663,161919,2,Male,Hoz,Pacer,3,109,42,67,3.12,8.35,2.25,6.99,6.86,,1,0.0,1089.6153846153843,1.2512542317684434,1644965909,-149565.0,-408765.0,12.1
2022-02-16 13:28:25,184656,125977,3,Female,Hoz,Pacer,7,348,83,265,1.39,5.85,6.91,7.3,0.99,,1,0.0,1089.6153846153843,0.8158842216731381,1645015951,-942553.0,-1201753.0,15.466666666666669
2022-02-16 13:28:27,184653,52221,3,Male,Hoz,Pacer,2,979,213,766,8.26,2.33,2.92,8.03,4.79,,1,1.0,1089.6153846153843,0.814048711613131,1642496054,-3264827.0,-3524027.0,15.7
2022-02-16 13:23:07,184645,185448,0,Male,Hoz,Pacer,25,0,0,0,8.51,1.16,0.8,1.31,5.24,,0,0.0,1089.6153846153843,1.2839392869749384,0,259265.0,65.0,12.533333333333331
2022-02-16 13:26:21,184643,177480,0,Male,Hoz,Pacer,1,49,10,39,2.39,6.54,4.1,0.8,1.52,,1,0.0,1089.6153846153843,1.2655841863748678,0,149959.0,-109241.0,15.9
2022-02-16 13:25:13,184618,155244,3,Female,Hoz,Pacer,3,169,38,131,0.51,4.49,3.28,0.38,4.62,,1,0.0,1089.6153846153843,0.7782562654429933,1645015881,-287641.0,-546841.0,17.033333333333335
2022-02-16 13:37:01,184565,55010,2,Female,Klin,Pacer,5,912,193,719,3.1,1.11,1.09,7.63,4.98,,1,1.0,1089.6153846153843,0.7800917755030005,1642319232,-3117829.0,-3204229.0,44.9
2022-02-16 13:27:25,184560,156980,3,Male,Hoz,Pacer,6,139,29,110,3.14,4.51,3.55,0.27,5.19,,1,0.0,1089.6153846153843,0.769078715142958,1644996697,-254252.0,-513452.0,36.36666666666667
2022-02-16 13:28:33,184557,148846,3,Female,Hoz,Pacer,1,213,53,160,1.09,4.62,5.07,5.21,3.3,,1,0.0,1089.6153846153843,0.8259795270031769,1644981642,-436574.0,-695774.0,38.5
2022-02-16 13:35:59,184524,153522,2,Female,Hoz,Pacer,3,182,39,143,6.57,7.44,7.7,0.1,0.42,,1,1.0,1089.6153846153843,0.8489234027532652,1644929792,-329964.0,-589164.0,53.56666666666667
2022-02-16 13:23:06,184517,150542,2,Male,Hoz,Pacer,7,194,41,153,1.04,4.68,0.63,3.1,8.2,,1,0.0,1089.6153846153843,0.8067066713731028,1644952722,-391407.0,-650607.0,43.13333333333333
2022-02-16 13:29:34,184321,187509,0,Male,Hoz,Pacer,25,0,0,0,5.73,8.15,6.05,1.17,0.85,,0,0.0,1089.6153846153843,1.4684080480056478,0,295361.0,36161.0,92.86666666666666
2022-02-16 13:29:30,184176,95343,3,Male,Campona,Pacer,4,519,115,404,7.85,0.45,5.92,2.15,3.54,,1,1.0,1089.6153846153843,0.8259795270031769,1644002726,-1639999.0,-1812799.0,124.56666666666666
2022-02-16 13:32:53,184131,130015,2,Female,Zan,Pacer,6,198,44,154,4.96,5.48,1.06,6.07,6.48,,1,1.0,1089.6153846153843,0.8351570773032122,1644534787,-856103.0,-856103.0,139.16666666666666
2022-02-16 13:37:02,184060,163317,0,Male,Hoz,Pacer,3,120,44,76,5.95,7.22,7.7,4.86,7.47,,1,1.0,1089.6153846153843,2.7358277444405226,0,-119345.0,-378545.0,159.36666666666667
2022-02-16 13:29:31,183973,153746,3,Female,Hoz,Pacer,4,179,37,142,8.07,0.12,7.61,2.67,4.05,,1,1.0,1089.6153846153843,0.8259795270031769,1644924948,-322620.0,-581820.0,162.2
2022-02-16 13:24:13,183719,153421,3,Male,Hoz,Pacer,6,178,37,141,3.01,0.87,4.95,5.6,6.93,,1,0.0,1089.6153846153843,0.7800917755030005,1644999810,-331092.0,-590292.0,215.73333333333332
2022-02-16 13:25:12,183709,106651,3,Male,Hoz,Pacer,6,455,99,356,8.8,1.09,6.7,2.94,6.17,,1,0.0,1089.6153846153843,0.8259795270031769,1645000242,-1327955.0,-1587155.0,217.8
2022-02-16 13:31:49,183700,124211,3,Female,Hoz,Pacer,12,352,76,276,5.97,5.42,6.27,2.14,4.86,,1,0.0,1089.6153846153843,0.8259795270031769,1645000156,-980821.0,-1240021.0,225.03333333333333
2022-02-16 13:25:15,183021,80950,3,Male,Campona,Pacer,10,634,135,499,0.97,5.15,5.51,1.5,3.85,,1,0.0,1089.6153846153843,0.7791740204729969,1644906181,-2085894.0,-2258694.0,363.6
2022-02-16 13:30:37,182774,164538,0,Female,Hoz,Pacer,13,103,28,75,0.19,8.59,3.34,1.92,8.0,,1,1.0,1089.6153846153843,1.94472290857748,0,-92496.0,-351696.0,416.76666666666665
2022-02-16 13:27:24,182611,118782,3,Male,Hoz,Pacer,10,374,87,287,7.66,4.95,2.74,8.4,0.19,,1,1.0,1089.6153846153843,0.8718672785033534,1644812245,-1091228.0,-1350428.0,449.26666666666665
2022-02-16 13:29:39,182087,114794,2,Male,Klin,Rare,12,334,74,260,3.18,6.81,3.78,8.08,5.31,,1,0.0,1089.6153846153843,0.8718672785033534,1644979176,-1159355.0,-1245755.0,561.0666666666667
2022-02-16 13:27:26,181658,6096,2,Male,Zan,Legendary,15,2123,595,1528,5.76,2.52,6.31,5.04,7.8,,1,1.0,1089.6153846153843,2.202612072008472,1640579290,-7677434.0,-7677434.0,629.6
2022-02-16 13:52:11,184911,155028,2,Male,Hoz,Pacer,14,158,59,99,2.94,5.27,8.67,6.19,5.61,,1,0.0,1126.7692307692307,0.8324685963954124,1645018246,-293328.0,-552528.0,0.0666666666666666
2022-02-16 13:50:48,184895,114109,2,Male,Hoz,Pacer,7,380,150,230,2.28,8.76,5.87,7.18,2.63,,1,1.0,1126.7692307692307,0.6123702894593119,1644218972,-1173200.0,-1432400.0,0.0333333333333333
2022-02-16 13:52:05,184890,76652,3,Male,Hoz,Pacer,0,714,158,556,3.23,6.3,7.32,6.82,7.57,,1,1.0,1126.7692307692307,0.7765565264882578,1642982598,-2228303.0,-2487503.0,3.0
2022-02-16 13:49:23,184888,166276,0,Male,Zan,Pacer,5,30,10,20,7.99,5.37,5.09,8.66,3.39,,1,1.0,1126.7692307692307,1.1981157837247407,0,-48811.0,-48811.0,1.2666666666666666
2022-02-16 13:48:02,184883,82107,3,Female,Hoz,Pacer,1,639,180,459,3.69,6.99,0.2,8.27,6.9,,1,1.0,1126.7692307692307,0.7437192790824686,1643330478,-2055166.0,-2314366.0,0.7666666666666667
2022-02-16 13:50:52,184878,158383,3,Female,Hoz,Pacer,1,151,37,114,7.26,5.26,0.48,6.16,2.8,,1,0.0,1126.7692307692307,0.7978563626433643,1645010814,-221803.0,-481003.0,4.333333333333333
2022-02-16 13:48:00,184877,91852,2,Female,Hoz,Pacer,14,543,118,425,1.74,1.72,8.77,6.39,4.83,,1,1.0,1126.7692307692307,0.7410567995630803,1643460212,-1739494.0,-1998694.0,1.1333333333333333
2022-02-16 13:49:19,184872,148024,1,Female,Hoz,Pacer,10,211,47,164,5.67,3.51,5.05,2.1,5.02,,1,1.0,1126.7692307692307,0.9762424904423812,1644646214,-459211.0,-718411.0,3.0
2022-02-16 13:47:03,184868,87249,3,Female,Hoz,Pacer,1,615,197,418,6.38,5.01,5.22,8.02,4.19,,1,1.0,1126.7692307692307,1.1022665210267617,1643329641,-1881908.0,-2141108.0,1.5333333333333334
2022-02-16 13:47:05,184867,110730,3,Male,Hoz,Pacer,3,429,92,337,1.27,7.78,4.55,8.14,4.58,,1,1.0,1126.7692307692307,0.7366193336974332,1644920060,-1225599.0,-1484799.0,1.8
2022-02-16 13:45:56,184855,136728,2,Female,Hoz,Pacer,0,283,78,205,1.6,8.25,4.39,3.47,6.09,,1,1.0,1126.7692307692307,0.859980884762425,1644408346,-708899.0,-968099.0,1.1333333333333333
2022-02-16 13:50:50,184854,132529,2,Female,Hoz,Pacer,11,303,86,217,6.52,8.24,0.64,3.37,3.26,,1,1.0,1126.7692307692307,0.859980884762425,1644322149,-796261.0,-1055461.0,5.9
2022-02-16 13:49:24,184845,189923,0,Female,Hoz,Pacer,25,0,0,0,8.9,0.13,3.91,1.5,7.86,,0,0.0,1126.7692307692307,1.221190606226106,0,329861.0,70661.0,5.666666666666667
2022-02-16 13:44:50,184843,96817,3,Male,Hoz,Pacer,6,529,138,391,2.82,8.81,2.79,5.32,2.33,,1,1.0,1126.7692307692307,0.7410567995630803,1643628324,-1599361.0,-1858561.0,0.7333333333333333
2022-02-16 13:50:51,184841,96292,3,Female,Hoz,Pacer,2,538,115,423,1.32,5.91,6.07,1.62,3.0,,1,1.0,1126.7692307692307,0.7410567995630803,1643628726,-1616312.0,-1875512.0,7.233333333333333
2022-02-16 13:50:47,184836,156980,3,Male,Hoz,Pacer,0,145,30,115,3.14,4.51,3.55,0.27,5.19,,1,0.0,1126.7692307692307,0.7348443473511742,1644996697,-255654.0,-514854.0,6.8
2022-02-16 13:43:58,184834,190159,0,Female,Campona,Pacer,25,0,0,0,5.04,2.32,0.02,4.6,8.71,,0,0.0,1126.7692307692307,1.1093664664117968,0,334202.0,161402.0,1.1666666666666667
2022-02-16 13:46:59,184833,186401,0,Male,Hoz,Pacer,25,0,0,0,2.16,0.66,2.92,6.36,0.32,,0,0.0,1126.7692307692307,1.180365920262152,0,271177.0,11977.0,3.933333333333333
2022-02-16 13:43:57,184832,140635,3,Male,Hoz,Pacer,2,262,75,187,8.23,7.24,8.1,0.08,8.02,,1,1.0,1126.7692307692307,0.8866056799563081,1644582840,-622357.0,-881557.0,1.2666666666666666
2022-02-16 13:44:48,184831,145295,2,Male,Hoz,Pacer,0,235,54,181,4.03,7.19,7.38,5.58,1.71,,1,1.0,1126.7692307692307,0.7978563626433643,1644603049,-521272.0,-780472.0,1.7666666666666666
2022-02-16 13:44:56,184826,189531,0,Female,Hoz,Pacer,25,0,0,0,1.62,8.49,2.62,4.82,3.96,,0,0.0,1126.7692307692307,1.1794784270890224,0,323491.0,64291.0,2.9
2022-02-16 13:42:41,184823,114394,3,Female,Hoz,Pacer,2,412,96,316,0.34,5.05,4.72,0.97,5.57,,1,1.0,1126.7692307692307,0.758806663025669,1644037712,-1166511.0,-1425711.0,1.5333333333333334
2022-02-16 13:41:25,184820,136658,3,Female,Hoz,Pacer,4,285,80,205,6.03,4.33,1.0,5.11,0.33,,1,1.0,1126.7692307692307,0.8866056799563081,1644493118,-710696.0,-969896.0,2.0
2022-02-16 13:41:31,184818,116081,1,Male,Hoz,Pacer,9,392,85,307,5.29,5.31,6.93,6.54,5.54,,1,1.0,1126.7692307692307,1.0454669579464777,1644246099,-1135809.0,-1395009.0,2.6333333333333333
2022-02-16 13:41:28,184814,110903,3,Female,Campona,Pacer,4,405,94,311,3.72,2.73,7.31,5.73,0.58,,1,0.0,1126.7692307692307,0.7792190060076462,1644947664,-1223440.0,-1396240.0,3.066666666666667
2022-02-16 13:38:10,184811,54331,3,Male,Klin,Pacer,2,923,206,717,6.79,3.03,5.15,1.11,3.6,,1,1.0,1126.7692307692307,0.7454942654287275,1642424091,-3146554.0,-3232954.0,1.2333333333333334
2022-02-16 13:44:58,184805,129443,2,Male,Hoz,Pacer,4,329,68,261,5.12,2.33,0.47,2.48,8.1,,1,1.0,1126.7692307692307,0.7543691971600219,1644255961,-866935.0,-1126135.0,8.966666666666667
2022-02-16 13:38:13,184797,160060,2,Female,Hoz,Pacer,2,143,31,112,5.59,6.36,1.44,8.54,0.14,,1,0.0,1126.7692307692307,0.8164937192790825,1645017560,-186717.0,-445917.0,3.8333333333333335
2022-02-16 13:42:39,184796,190109,0,Female,Hoz,Pacer,25,0,0,0,6.06,3.1,3.31,6.66,4.76,,0,0.0,1126.7692307692307,1.206990715456035,0,333749.0,74549.0,8.2
2022-02-16 13:39:16,184789,107104,3,Female,Hoz,Pacer,3,455,114,341,5.26,4.48,1.91,7.9,4.21,,1,1.0,1126.7692307692307,0.8777307482250137,1644797908,-1315464.0,-1574664.0,6.2
2022-02-16 13:41:30,184783,2090,4,Male,Zan,Founding,8,2226,470,1756,3.65,4.97,5.98,1.32,6.53,,1,1.0,1126.7692307692307,0.4437465865647187,1638158336,-8408793.0,-8408793.0,8.7
2022-02-16 13:38:08,184777,53404,3,Female,Hoz,Pacer,0,951,221,730,3.32,7.53,1.95,0.11,5.9,,1,1.0,1126.7692307692307,0.7801064991807756,1642051218,-3199929.0,-3459129.0,6.3
2022-02-16 13:41:27,184763,125942,2,Male,Hoz,Pacer,21,334,72,262,3.14,4.64,8.21,6.41,1.81,,1,1.0,1126.7692307692307,0.8431185144729656,1644343603,-944310.0,-1203510.0,11.233333333333333
2022-02-16 13:41:28,184759,110464,3,Female,Hoz,Pacer,4,430,92,338,5.28,0.27,7.59,6.37,0.32,,1,0.0,1126.7692307692307,0.7454942654287275,1645017744,-1228298.0,-1487498.0,11.633333333333333
2022-02-16 13:43:46,184753,144885,3,Male,Hoz,Pacer,1,233,62,171,2.5,2.85,0.06,7.83,3.85,,1,1.0,1126.7692307692307,0.8866056799563081,1644679896,-528869.0,-788069.0,14.333333333333334
2022-02-16 13:47:04,184737,188966,0,Female,Hoz,Pacer,25,0,0,0,0.72,8.76,7.87,3.09,5.32,,0,0.0,1126.7692307692307,1.2424904423812124,0,314460.0,55260.0,20.733333333333334
2022-02-16 13:48:05,184725,138742,3,Male,Hoz,Pacer,1,278,61,217,3.49,1.25,4.77,0.05,2.77,,1,1.0,1126.7692307692307,0.7410567995630803,1644832392,-668321.0,-927521.0,24.933333333333337
2022-02-16 13:47:02,184649,148415,3,Female,Hoz,Pacer,25,90,21,69,1.21,7.61,0.49,2.87,4.6,,1,1.0,1126.7692307692307,0.7943063899508466,1644758489,-449164.0,-708364.0,34.733333333333334
2022-02-16 13:44:01,184629,136675,3,Male,Hoz,Pacer,2,239,54,185,0.44,8.29,2.59,2.42,5.8,,1,0.0,1126.7692307692307,0.787206444565811,1645004913,-710150.0,-969350.0,34.46666666666667
2022-02-16 13:41:26,184596,3572,5,Female,Zan,Founding,8,2072,462,1610,2.7,2.57,8.69,4.5,8.86,,1,1.0,1126.7692307692307,2.3784817039868926,1638500900,-8353091.0,-8353091.0,39.56666666666667
2022-02-16 13:46:57,184475,189629,0,Male,Campona,Pacer,25,0,0,0,2.39,7.79,3.89,0.45,6.2,,0,0.0,1126.7692307692307,1.4022392135445112,0,325180.0,152380.0,72.23333333333333
2022-02-16 13:44:59,184433,189698,0,Female,Campona,Pacer,25,0,0,0,6.61,5.17,1.12,3.24,0.52,,0,0.0,1126.7692307692307,1.375614418350628,0,326463.0,153663.0,78.8
2022-02-16 13:41:32,183945,131830,2,Female,Hoz,Pacer,6,292,57,235,1.35,5.27,6.74,7.03,8.64,,1,1.0,1126.7692307692307,0.8431185144729656,1644341811,-811867.0,-1071067.0,180.6
2022-02-16 13:43:59,182067,3047,5,Female,Zan,Founding,14,1857,435,1422,2.44,8.7,1.38,7.62,3.51,,1,0.0,1126.7692307692307,2.439718732932824,1644978852,-8394084.0,-8394084.0,579.5
2022-02-16 14:07:07,184990,163899,2,Female,Hoz,Pacer,10,112,34,78,4.19,4.78,0.73,5.1,3.81,,1,0.0,1100.6153846153843,0.9076740285155158,1645018442,-110538.0,-369738.0,1.2333333333333334
2022-02-16 14:07:03,184985,190306,0,Female,Hoz,Pacer,25,0,0,0,0.77,0.57,5.52,3.28,4.08,,0,0.0,1100.6153846153843,1.1811573944646352,0,334423.0,75223.0,1.5666666666666669
2022-02-16 14:07:08,184981,24968,2,Male,Klin,Rare,1,1606,419,1187,2.69,3.92,5.29,4.82,0.05,,1,1.0,1100.6153846153843,0.8177243500139783,1639680062,-5628386.0,-5714786.0,2.3
2022-02-16 14:07:09,184974,154181,2,Male,Hoz,Pacer,2,173,37,136,7.65,6.89,2.01,1.49,2.62,,1,1.0,1100.6153846153843,0.7568493150684932,1644850114,-312206.0,-571406.0,4.933333333333334
2022-02-16 14:03:42,184972,189518,0,Female,Hoz,Pacer,25,0,0,0,8.39,0.92,8.23,8.14,8.32,,0,0.0,1100.6153846153843,1.090299133351971,0,322073.0,62873.0,1.2333333333333334
2022-02-16 14:03:44,184971,190277,0,Male,Hoz,Pacer,25,0,0,0,8.57,7.7,8.37,4.61,2.92,,0,0.0,1100.6153846153843,1.1811573944646352,0,334428.0,75228.0,1.4333333333333331
2022-02-16 14:05:59,184963,159497,3,Female,Hoz,Pacer,0,148,32,116,4.47,1.7,7.33,2.48,2.9,,1,0.0,1100.6153846153843,0.7441291585127202,1645019774,-198916.0,-458116.0,4.633333333333334
2022-02-16 14:03:45,184953,190253,0,Male,Hoz,Pacer,25,0,0,0,7.26,3.76,5.74,8.14,8.83,,0,0.0,1100.6153846153843,1.2165921162985742,0,334195.0,74995.0,4.6
2022-02-16 14:03:46,184951,119830,3,Male,Hoz,Pacer,1,389,81,308,8.44,6.23,6.12,7.36,3.51,,1,1.0,1100.6153846153843,0.7441291585127202,1644221378,-1073353.0,-1332553.0,5.2
2022-02-16 14:06:01,184949,157291,3,Female,Hoz,Pacer,3,156,35,121,8.85,6.81,1.35,2.59,5.94,,1,0.0,1100.6153846153843,0.767752306402013,1645019502,-249184.0,-508384.0,7.8
2022-02-16 13:59:22,184948,147715,1,Female,Hoz,Pacer,7,215,51,164,3.79,2.07,6.27,4.2,5.76,,1,1.0,1100.6153846153843,0.9076740285155158,1644564861,-466190.0,-725390.0,1.2333333333333334
2022-02-16 13:59:24,184947,137864,3,Male,Hoz,Pacer,0,285,69,216,4.67,5.86,4.96,1.8,8.22,,1,1.0,1100.6153846153843,0.7632093933463797,1644556442,-689915.0,-949115.0,1.4
2022-02-16 13:58:19,184936,140635,3,Male,Hoz,Pacer,2,262,75,187,8.23,7.24,8.1,0.08,8.02,,1,1.0,1100.6153846153843,0.99853228962818,1644582840,-623219.0,-882419.0,1.4
2022-02-16 13:59:21,184934,156555,3,Female,Hoz,Pacer,12,153,33,120,5.67,4.54,6.81,7.23,2.8,,1,0.0,1100.6153846153843,0.767752306402013,1645012829,-263564.0,-522764.0,2.8
2022-02-16 13:59:21,184929,41510,3,Female,Hoz,Pacer,17,1089,240,849,3.74,1.37,4.49,7.59,0.31,,1,0.0,1100.6153846153843,0.7450377411238469,1645018382,-3932943.0,-4192143.0,3.0
2022-02-16 13:58:20,184928,150330,3,Male,Hoz,Pacer,8,176,39,137,3.57,8.84,1.75,4.05,6.33,,1,0.0,1100.6153846153843,0.7450377411238469,1645018382,-397041.0,-656241.0,2.1
2022-02-16 13:56:25,184926,107104,3,Female,Hoz,Pacer,4,455,114,341,5.26,4.48,1.91,7.9,4.21,,1,1.0,1100.6153846153843,0.7632093933463797,1644797908,-1316493.0,-1575693.0,1.0
2022-02-16 14:02:33,184923,182814,0,Female,Hoz,Pacer,1,30,6,24,8.96,5.14,7.57,2.33,3.79,,1,0.0,1100.6153846153843,1.2156835336874476,0,219956.0,-39244.0,7.466666666666667
2022-02-16 13:58:20,184922,110331,3,Female,Hoz,Pacer,2,428,96,332,0.18,1.17,2.29,2.86,0.61,,1,1.0,1100.6153846153843,0.7722952194576461,1644153264,-1231676.0,-1490876.0,3.1333333333333333
2022-02-16 14:06:00,184921,182786,0,Female,Hoz,Pacer,0,31,6,25,4.06,4.8,4.09,8.84,1.8,,1,0.0,1100.6153846153843,1.2165921162985742,0,219519.0,-39681.0,10.666666666666666
2022-02-16 13:57:18,184918,144018,3,Female,Hoz,Pacer,5,238,71,167,4.73,5.5,4.93,8.66,4.71,,1,1.0,1100.6153846153843,0.953103159071848,1644679872,-546341.0,-805541.0,2.8
2022-02-16 13:55:15,184919,147715,1,Female,Hoz,Pacer,7,215,51,164,3.79,2.07,6.27,4.2,5.76,,1,1.0,1100.6153846153843,0.6814369583449819,1644564861,-465943.0,-725143.0,0.6666666666666666
2022-02-16 14:07:06,184917,190222,0,Female,Campona,Pacer,25,0,0,0,5.29,6.14,4.05,5.14,1.71,,0,0.0,1100.6153846153843,1.402851551579536,0,333674.0,160874.0,12.333333333333334
2022-02-16 13:55:12,184916,155028,2,Male,Hoz,Pacer,14,158,59,99,2.94,5.27,8.67,6.19,5.61,,1,0.0,1100.6153846153843,1.0955641015515796,1645018246,-293509.0,-552709.0,1.1
2022-02-16 13:57:20,184914,189453,0,Male,Hoz,Pacer,25,0,0,0,6.61,3.29,8.78,6.42,8.92,,0,0.0,1100.6153846153843,1.5445904389152922,0,321601.0,62401.0,3.933333333333333
2022-02-16 13:53:02,184909,160627,2,Female,Hoz,Pacer,7,110,35,75,4.48,6.32,3.96,3.73,6.93,,1,0.0,1100.6153846153843,0.8522504892367907,1645018408,-177349.0,-436549.0,1.2
